Question Type,Domain,Language,Difficulty Level,Question Text,Correct Answer,First Answer,Is Correct,Second Answer,Is Correct,Third Answer,Is Correct,Fourth Answer,Is Correct
Single Choice,Software Testing (QA),Romanian,Easy,Care este scopul principal al Testării la Încărcare?,B,Să verifice utilizabilitatea software-ului,FALSE,Să evalueze performanța sistemului sub încărcare,TRUE,Să verifice funcțiile de securitate,FALSE,Să testeze designul interfeței de utilizator,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este Testarea la Stres?,B,Testarea în condiții normale,FALSE,Testarea dincolo de capacitatea operațională normală,TRUE,Testarea cu date de intrare valide,FALSE,Testarea sintaxei codului,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Care dintre următoarele este o tehnică de testare statică?,D,Testare unități,FALSE,Testare de integrare,FALSE,Testare de sistem,FALSE,Revizuire de cod,TRUE
Single Choice,Software Testing (QA),Romanian,Easy,Care este rolul unui analist QA?,C,Să scrie cod pentru funcționalități noi,FALSE,Să gestioneze resursele financiare,FALSE,Să planifice și să execute teste pentru a asigura calitatea software-ului,TRUE,Să promoveze produsul,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este Partiționarea Echivalenței?,A,Împărțirea datelor de intrare în partiții echivalente,TRUE,Testarea tuturor combinațiilor posibile de intrare,FALSE,Testarea doar cu date invalide,FALSE,Selectarea aleatorie a cazurilor de test,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce definește un document Strategie de Testare?,A,Abordarea și obiectivele testării,TRUE,Designul UI al software-ului,FALSE,Versiunea codului sursă,FALSE,Planul de marketing,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Care dintre următoarele nu este un instrument de testare automată?,D,Selenium,FALSE,QTP/UFT,FALSE,TestComplete,FALSE,JIRA,TRUE
Single Choice,Software Testing (QA),Romanian,Easy,Care este principalul beneficiu al testării automate?,B,Elimină nevoia de planificare a testelor,FALSE,Crește acoperirea testării și eficiența,TRUE,Nu necesită întreținere,FALSE,Reduce investiția inițială,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce fază urmează după 'Testare' în SDLC?,A,Implementare,TRUE,Design,FALSE,Analiză,FALSE,Planificare,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Care este principalul obiectiv al Testării Usabilității?,A,Evaluarea interfeței și experienței utilizatorului,TRUE,Verificarea performanței sistemului,FALSE,Asigurarea calității codului,FALSE,Validarea protocoalelor de securitate,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce măsoară 'Densitatea Defectelor' în QA?,D,Numărul de utilizatori afectați,FALSE,Severitatea defectelor,FALSE,Timpul necesar pentru a remedia defectele,FALSE,Numărul de defecte per unitate de mărime a software-ului,TRUE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este 'Acoperirea Testelor'?,A,Procentul de cod testat în timpul testării,TRUE,Numărul de cazuri de test executate,FALSE,Timpul petrecut pe testare,FALSE,Defecte găsite per caz de test,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Care dintre următoarele este considerată o bună practică în QA?,B,Să se sară peste cazurile de test pentru a economisi timp,FALSE,Actualizarea cazurilor de test pe baza schimbărilor,TRUE,Ignorarea bug-urilor minore,FALSE,Testarea fără un plan,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este 'Testarea Exploratorie'?,B,Testare bazată pe cazuri de test predefinite,FALSE,"Învățare simultană, proiectare și execuție a testelor",TRUE,Testare automată folosind scripturi,FALSE,Testare concentrată doar pe UI,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce implică 'Integrarea Continuă' în QA?,D,Implementarea software-ului după dezvoltare,FALSE,Ignorarea testelor eșuate,FALSE,Testarea doar la sfârșitul dezvoltării,FALSE,Combinarea muncii tuturor dezvoltatorilor de mai multe ori pe zi,TRUE
Single Choice,Software Testing (QA),Romanian,Easy,Care dintre următoarele este un instrument de testare a performanței?,A,LoadRunner,TRUE,Photoshop,FALSE,Excel,FALSE,WordPress,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este testarea 'End-to-End'?,B,Testarea componentelor individuale doar,FALSE,Testarea fluxului complet al unei aplicații,TRUE,Testarea doar a backend-ului,FALSE,Testarea în mediul de producție,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce e 'Beta Testing'?,A,Testare de către utilizatorii finali într-un mediu real,TRUE,Testare doar de către dezvoltatori,FALSE,Testare în mediul de dezvoltare,FALSE,Testare unități automată,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Care e scopul unui 'Test Environment'?,A,Să reproducă mediul de producție pentru testare,TRUE,Să găzduiască datele clienților,FALSE,Să dezvolte noi funcționalități,FALSE,Să gestioneze autentificările utilizatorilor,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Care dintre urmatoarele defineste severitatea 'Severity' in bug tracking?,D,Momentul în care a fost găsit defectul,FALSE,Frecvența defectului,FALSE,Ușurința de remediere a defectului,FALSE,Nivelul de impact al unui defect asupra sistemului,TRUE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este 'Monkey Testing' in QA?,A,Testare aleatorie fără cazuri de test predefinite,TRUE,Testarea doar a interfeței utilizatorului,FALSE,Testare a unităților de către dezvoltatori,FALSE,Testare de securitate a aplicațiilor,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,La ce se refera 'Test Automation Framework'?,A,Un set de ghiduri pentru scrierea cazurilor de test,TRUE,Un instrument pentru testare manuală,FALSE,Un limbaj de programare,FALSE,O schemă de baze de date,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Care metodologie foloseste sprint-uri si meeting-uri daily?,B,Waterfall,FALSE,Agile,TRUE,V-model,FALSE,Spiral,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este 'Pair Testing'?,D,Testarea în medii diferite,FALSE,Testarea a două aplicații simultan,FALSE,Dezvoltator și tester testează împreună de la distanță,FALSE,Doi testeri lucrează împreună la un singur calculator,TRUE
Single Choice,Software Testing (QA),Romanian,Easy,Care din urmatoarele nu este o componenta a Test Planului?,C,Obiectivele testării,FALSE,Alocări de resurse,FALSE,Strategii de marketing,TRUE,Livrabile de testare,FALSE
Single Choice,Software Testing (QA),Romanian,Easy,Ce este 'Ad-hoc Testing'?,B,Testare cu un plan formal,FALSE,Testare informală fără planificare sau documentare,TRUE,Scripturi de testare automate,FALSE,Testare efectuată la intervale programate,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What is the purpose of regression testing?,"A, C",To verify that recent changes haven't affected existing functionality,TRUE,To assess performance under stress conditions,FALSE,To ensure that new code works properly,TRUE,To check compliance with coding standards,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are key components of a good test plan?,"B, D",Listing of required hardware,FALSE,Defined test objectives,TRUE,Random test cases,FALSE,Detailed testing schedule,TRUE
Multiple Choice,Software Testing (QA),English,Medium,What are common types of non-functional testing?,"A, D",Performance testing,TRUE,Unit testing,FALSE,Integration testing,FALSE,Security testing,TRUE
Multiple Choice,Software Testing (QA),English,Medium,Which methodologies are considered Agile?,"B, C",Waterfall,FALSE,Scrum,TRUE,Kanban,TRUE,V-Model,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are benefits of automated testing?,"C, D",Increased manual effort,FALSE,Reduced test coverage,FALSE,Faster execution of tests,TRUE,Consistent test results,TRUE
Multiple Choice,Software Testing (QA),English,Medium,What is the role of a test manager in QA?,"A, C",Defining the test strategy,TRUE,Writing code for the application,FALSE,Managing the testing team,TRUE,Designing the user interface,FALSE
Multiple Choice,Software Testing (QA),English,Medium,Which are types of test documentation?,"A, C",Test plan,TRUE,User manual,FALSE,Test cases,TRUE,Functional requirements,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are the stages of the SDLC?,"A, C",Requirement analysis,TRUE,Testing only,FALSE,Design,TRUE,Deployment,FALSE
Multiple Choice,Software Testing (QA),English,Medium,Which are common software testing techniques?,"A, C",Boundary value analysis,TRUE,Code refactoring,FALSE,Equivalence partitioning,TRUE,Requirement gathering,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What activities are involved in static testing?,"B, C",Code execution,FALSE,Code review,TRUE,Walkthroughs,TRUE,Load testing,FALSE
Multiple Choice,Software Testing (QA),English,Medium,Which of the following are types of performance testing?,"A, C",Stress testing,TRUE,Unit testing,FALSE,Load testing,TRUE,Regression testing,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What is the purpose of acceptance testing?,"A, C",To verify system's compliance with business requirements,TRUE,To test individual units of code,FALSE,To ensure system is ready for deployment,TRUE,To find integration issues between modules,FALSE
Multiple Choice,Software Testing (QA),English,Medium,Which tools are commonly used for defect tracking?,"A, C",JIRA,TRUE,Microsoft Word,FALSE,Bugzilla,TRUE,Adobe Photoshop,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are common risk-based testing strategies?,"B, D",Testing only passed functionalities,FALSE,Prioritizing tests based on risk,TRUE,Ignoring low-risk areas,FALSE,Allocating more resources to high-risk areas,TRUE
Multiple Choice,Software Testing (QA),English,Medium,Which are examples of white-box testing techniques?,"B, D",Black-box testing,FALSE,Statement coverage,TRUE,User interface testing,FALSE,Decision coverage,TRUE
Multiple Choice,Software Testing (QA),English,Medium,What are key principles of Agile testing?,"B, D",Delayed feedback,FALSE,Continuous testing,TRUE,Rigid testing phases,FALSE,Collaborative approach,TRUE
Multiple Choice,Software Testing (QA),English,Medium,Which factors impact test estimation?,"A, B",Availability of resources,TRUE,Complexity of the application,TRUE,Time constraints,FALSE,Ignoring previous experience,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are examples of test metrics?,"A, C",Defect density,TRUE,Lines of code,FALSE,Test coverage,TRUE,Project budget,FALSE
Multiple Choice,Software Testing (QA),English,Medium,Which practices help improve software quality?,"A, C",Code reviews,TRUE,Skipping testing phases,FALSE,Pair programming,TRUE,Ignoring user feedback,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are common types of test environments?,"B, C",Development environment,FALSE,Staging environment,TRUE,Test environment,TRUE,Production environment,FALSE
Multiple Choice,Software Testing (QA),English,Medium,Which are levels of testing in software development?,"A, B",Component testing,TRUE,System testing,TRUE,Documentation testing,FALSE,Marketing testing,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What is the purpose of integration testing?,"A, D",To test combined modules for defects,TRUE,To evaluate the entire system's functionality,FALSE,To test individual units independently,FALSE,To identify interface errors between modules,TRUE
Multiple Choice,Software Testing (QA),English,Medium,Which methodologies emphasize iterative development?,"A, C",Spiral model,TRUE,Waterfall model,FALSE,RAD (Rapid Application Development),TRUE,V-Model,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are key aspects of usability testing?,"A, C",Ease of learning,TRUE,System security,FALSE,User satisfaction,TRUE,Data integrity,FALSE
Multiple Choice,Software Testing (QA),English,Medium,What are benefits of using version control systems in QA?,"B, C",Preventing collaboration,FALSE,Tracking changes over time,TRUE,Facilitating rollback to previous versions,TRUE,Reducing code quality,FALSE
